nombre_completo,usuario_gestor_1,Servicio,coordinador,jefe_inmediato,estado,rango_antiguedad
LOZANO LEIVA XIMENA TAMARA,9001245,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,MEDINA JIMENEZ XAVIER NATALIA,Retiro,>360
LOZANO MALDONADO NICOLAS BRUNO,9005692,AGENCIAS TARGET ENG,LEIVA FIGUEROA MARIANA OSCAR,URIBE MALDONADO IGNACIO ANDRES,Activo,>360
LOZANO MEDINA GABRIELA EMILIO,9004625,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,GALLEGO FIGUEROA LUCIA OSCAR,Activo,>360
LOZANO NAVARRO XIMENA IGNACIO,9003824,DT FFP AMC ING,FUENTES MEDINA ELENA EMILIO,ARIAS NAVARRO HELENA FABIAN,Activo,>360
MALDONADO ESCOBAR VALENTIN LEANDRO,9006478,BO AGENCIAS TARGET,LEIVA FIGUEROA MARIANA OSCAR,GRANADOS HERRERA VALERIA GABRIELA,Activo,>180 y <=360
MALDONADO FIGUEROA NATALIA OSCAR,9004604,BO_CORPORATE,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>360
MALDONADO GALLEGO FABIAN TOMAS,9000926,RRSS PORT AMC,TAMAYO DELGADO IGNACIO HUGO,ARIAS MEDINA OSCAR BRUNO,Retiro,>360
MALDONADO GUERRERO VALENTIN BELEN,9007255,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,CARDENAS MEDINA PABLO BRUNO,Activo,>180 y <=360
MALDONADO HERRERA NATALIA ELENA,9000360,BO ANTIFRAUDE AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
MALDONADO LEIVA NATALIA RENATA,9001188,WPP EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Activo,>360
MALDONADO MALDONADO FABIAN XIMENA,9005084,AG CORPORATE CHAT,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>360
MALDONADO MEDINA VALENTIN CAMILO,9005402,BO_CUS_COL,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
MALDONADO NAVARRO NATALIA GABRIEL,9007979,BO LUA AMC,FUENTES MEDINA ELENA EMILIO,GUERRERO OCAMPO DIEGO JULIAN,Activo,>120 y <=180
MALDONADO OCAMPO FABIAN LEANDRO,9005631,BO EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,LEIVA NAVARRO MARIANA GABRIEL,Activo,>360
MEDINA DELGADO FABIAN GABRIEL,9008321,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,SALGADO DELGADO HUGO HUGO,Activo,>120 y <=180
MEDINA ESCOBAR XAVIER LEANDRO,,CARGO BOOKING,GALLEGO FIGUEROA LUCIA OSCAR,GRANADOS ESCOBAR ELENA MATEO,Activo,>360
MEDINA FIGUEROA NATALIA OSCAR,9006498,BO_CORPORATE,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>180 y <=360
MEDINA GALLEGO FABIAN TOMAS,9002492,HVC AMC,GRANADOS JIMENEZ ELENA OLIVIA,ESCOBAR MALDONADO CAMILO VALERIA,Activo,>360
MEDINA GUERRERO XAVIER BELEN,9004286,WPP HVC PORT AMC,TAMAYO DELGADO IGNACIO HUGO,JIMENEZ GALLEGO EMILIO TOMAS,Retiro,>360
MEDINA HERRERA NATALIA ELENA,,CARGO BOOKING,GALLEGO FIGUEROA LUCIA OSCAR,GRANADOS ESCOBAR ELENA MATEO,Activo,>360
MEDINA IBARRA FABIAN ISABEL,9005003,EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,LEIVA NAVARRO MARIANA GABRIEL,Activo,>360
MEDINA LEIVA NATALIA RENATA,9007140,AG CHECK IN,LEIVA FIGUEROA MARIANA OSCAR,URIBE MALDONADO IGNACIO ANDRES,Activo,>180 y <=360
MEDINA MALDONADO FABIAN XIMENA,9005045,WPP LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,ESCOBAR DELGADO CAMILO FABIAN,Activo,>360
MEDINA MEDINA XAVIER CAMILO,9011077,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,GRANADOS IBARRA MATEO JULIETA,Activo,>120 y <=180
MEDINA NAVARRO NATALIA GABRIEL,9000255,RRSS AMC ING,TAMAYO DELGADO IGNACIO HUGO,HOYOS LEIVA VALERIA TAMARA,Activo,>360
MEDINA OCAMPO FABIAN LEANDRO,9001002,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,MEDINA JIMENEZ XAVIER NATALIA,Retiro,>360
MONTOYA DELGADO OSCAR IGNACIO,9008589,LUA AMC ING,GALLEGO FIGUEROA LUCIA OSCAR,DELGADO OCAMPO CAMILO JULIAN,Activo,>60 y <=90
MONTOYA ESCOBAR GABRIELA NICOLAS,9008529,LUA AMC ING,GALLEGO FIGUEROA LUCIA OSCAR,DELGADO OCAMPO CAMILO JULIAN,Activo,>60 y <=90
MONTOYA GALLEGO OSCAR XAVIER,9007441,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,MEDINA JIMENEZ XAVIER NATALIA,Retiro,>120 y <=180
MONTOYA GUERRERO GABRIELA DANIELA,9006950,HVC AMC,GRANADOS JIMENEZ ELENA OLIVIA,FIGUEROA OCAMPO DIEGO JULIAN,Activo,>180 y <=360
MONTOYA IBARRA OSCAR LUCIA,9004026,BO LUA AMC,FUENTES MEDINA ELENA EMILIO,GUERRERO OCAMPO DIEGO JULIAN,Activo,>360
MONTOYA JIMENEZ GABRIELA PAULA,9000604,LATAM TRAVEL AMC,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
MONTOYA LEIVA XIMENA TAMARA,9006735,CORPORATE PYME,LEIVA FIGUEROA MARIANA OSCAR,VALENCIA HERRERA RENATA FLORENCIA,Activo,>180 y <=360
MONTOYA MALDONADO OSCAR BRUNO,9012196,CHAT VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,OCAMPO MEDINA XAVIER DIEGO,Activo,>360
MONTOYA NAVARRO XIMENA IGNACIO,9001146,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
NAVARRO DELGADO GABRIEL GABRIEL,9001829,LATAM TRAVEL AMC,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
NAVARRO ESCOBAR XAVIER LEANDRO,9002573,DT FFP AMC,FUENTES MEDINA ELENA EMILIO,FUENTES MEDINA ELENA EMILIO,Activo,>360
NAVARRO FIGUEROA NATALIA OSCAR,9000562,BO_CUS_COL,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
NAVARRO GALLEGO GABRIEL TOMAS,9002022,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,MEDINA JIMENEZ XAVIER NATALIA,Retiro,>360
NAVARRO GUERRERO XAVIER BELEN,9005136,WPP LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,PALACIOS MEDINA ADRIANA DIEGO,Activo,>360
NAVARRO HERRERA NATALIA ELENA,9002715,HVC AMC,GRANADOS JIMENEZ ELENA OLIVIA,MALDONADO JIMENEZ VALENTIN MARIANA,Activo,>360
NAVARRO IBARRA GABRIEL ISABEL,9004646,BO_CUS_COL,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
NAVARRO LEIVA NATALIA RENATA,9005451,BO AGENCIAS TARGET,LEIVA FIGUEROA MARIANA OSCAR,GRANADOS HERRERA VALERIA GABRIELA,Activo,>360
NAVARRO MALDONADO GABRIEL XIMENA,9013749,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,IRIARTE NAVARRO VALERIA IGNACIO,Activo,>360
NAVARRO MEDINA XAVIER DIEGO,9002283,DT FFP AMC ING,FUENTES MEDINA ELENA EMILIO,ARIAS NAVARRO HELENA FABIAN,Activo,>360
NAVARRO NAVARRO NATALIA GABRIEL,9003656,CHAT HVC PORT AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Retiro,>360
NAVARRO OCAMPO GABRIEL LEANDRO,9003116,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,ESCOBAR NAVARRO JULIETA FABIAN,Activo,>360
OCAMPO DELGADO GABRIEL GABRIEL,9002884,WPP HVC PORT AMC,TAMAYO DELGADO IGNACIO HUGO,IRIARTE LEIVA VALERIA TAMARA,Retiro,>360
OCAMPO ESCOBAR XAVIER LEANDRO,9004940,SPEECH,HOYOS MALDONADO MATEO ANDRES,ARIAS MALDONADO ANDRES TAMARA,Activo,>360
OCAMPO FIGUEROA OLIVIA PABLO,9018827,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,OCAMPO MEDINA XAVIER DIEGO,Activo,>120 y <=180
OCAMPO GALLEGO GABRIEL TOMAS,,CARGO BOOKING,GALLEGO FIGUEROA LUCIA OSCAR,GRANADOS ESCOBAR ELENA MATEO,Activo,>360
OCAMPO GUERRERO XAVIER BELEN,9001341,DT FFP AMC,FUENTES MEDINA ELENA EMILIO,ARIAS NAVARRO HELENA FABIAN,Activo,>360
OCAMPO HERRERA OLIVIA ELENA,9002978,EQUIPAJES AMC ING,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Activo,>360
OCAMPO IBARRA GABRIEL ISABEL,9004586,WPP HVC PORT AMC,TAMAYO DELGADO IGNACIO HUGO,JIMENEZ GALLEGO EMILIO TOMAS,Retiro,>360
OCAMPO JIMENEZ XAVIER NATALIA,9001785,RRSS AMC ING,TAMAYO DELGADO IGNACIO HUGO,HOYOS LEIVA VALERIA TAMARA,Activo,>360
OCAMPO LEIVA OLIVIA RENATA,9005360,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,CARDENAS MEDINA PABLO BRUNO,Activo,>360
OCAMPO MALDONADO GABRIEL XIMENA,9008482,CHAT LUA AMC,IBARRA ESCOBAR TOMAS JULIAN,SALGADO DELGADO HUGO HUGO,Retiro,>30 y <=60
OCAMPO MEDINA XAVIER DIEGO,,VENTAS AMC,AGUIRRE OCAMPO ANDRES IGNACIO,TAMAYO IBARRA IGNACIO JULIETA,Activo,>360
OCAMPO NAVARRO OLIVIA GABRIEL,9000521,BO_CUS_COL,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
OCAMPO OCAMPO GABRIEL LEANDRO,9002846,BO EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Activo,>360
PALACIOS DELGADO GABRIEL GABRIEL,9001582,LATAM TRAVEL AMC,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
PALACIOS ESCOBAR ADRIANA LEANDRO,9004169,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,ARIAS MEDINA OSCAR BRUNO,Activo,>360
PALACIOS FIGUEROA OLIVIA PABLO,9007907,BO_CORPORATE,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>120 y <=180
PALACIOS GALLEGO GABRIEL TOMAS,9007525,WPP EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,LEIVA NAVARRO MARIANA GABRIEL,Activo,>180 y <=360
PALACIOS GUERRERO ADRIANA BELEN,9007483,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,CARDENAS MEDINA PABLO BRUNO,Retiro,>120 y <=180
PALACIOS HERRERA OLIVIA FLORENCIA,9005587,CHAT HVC PORT AMC,TAMAYO DELGADO IGNACIO HUGO,CASTILLO GALLEGO BRUNO SANTIAGO,Retiro,>180 y <=360
PALACIOS IBARRA GABRIEL ISABEL,9012765,CHAT VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,GRANADOS FIGUEROA VALERIA RAMIRO,Activo,>360
PALACIOS JIMENEZ ADRIANA NATALIA,9007645,CORPORATE PYME,LEIVA FIGUEROA MARIANA OSCAR,VALENCIA HERRERA RENATA FLORENCIA,Activo,>120 y <=180
PALACIOS LEIVA OLIVIA RENATA,9018884,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,OCAMPO MEDINA XAVIER DIEGO,Activo,>120 y <=180
PALACIOS MALDONADO GABRIEL XIMENA,9002763,RRSS PORT AMC,DELGADO JIMENEZ RAMIRO MARIANA,ARIAS MEDINA OSCAR BRUNO,Retiro,>360
PALACIOS MEDINA ADRIANA DIEGO,,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,GALLEGO FIGUEROA LUCIA OSCAR,Activo,>360
PALACIOS NAVARRO OLIVIA GABRIEL,9019275,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,IRIARTE NAVARRO VALERIA IGNACIO,Activo,>120 y <=180
PALACIOS OCAMPO GABRIEL LEANDRO,9005770,BO_CUS_COL,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>180 y <=360
QUINTERO DELGADO HUGO GABRIEL,9001367,WPP HVC PORT AMC,TAMAYO DELGADO IGNACIO HUGO,JIMENEZ GALLEGO EMILIO TOMAS,Retiro,>360
QUINTERO ESCOBAR ADRIANA LEANDRO,9004131,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,ARIAS MEDINA OSCAR BRUNO,Activo,>360
QUINTERO FIGUEROA OLIVIA PABLO,9006386,LUA AMC ING,GALLEGO FIGUEROA LUCIA OSCAR,DELGADO OCAMPO CAMILO JULIAN,Activo,>180 y <=360
QUINTERO GALLEGO HUGO TOMAS,9004302,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,IRIARTE LEIVA VALERIA TAMARA,Retiro,>360
QUINTERO GUERRERO ADRIANA BELEN,9006686,CHAT AGENCIAS ESP,LEIVA FIGUEROA MARIANA OSCAR,CAMACHO LEIVA SOFIA SOFIA,Activo,>180 y <=360
QUINTERO HERRERA OLIVIA FLORENCIA,9000381,BO_CUS_COL,FUENTES MEDINA ELENA EMILIO,CASTILLO DELGADO BRUNO FABIAN,Activo,>360
QUINTERO IBARRA HUGO ISABEL,9005177,SPEECH,HOYOS MALDONADO MATEO ANDRES,ARIAS MALDONADO ANDRES TAMARA,Activo,>360
QUINTERO LEIVA OLIVIA SOFIA,9004344,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
QUINTERO MALDONADO HUGO XIMENA,9004740,BO ANTIFRAUDE AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
QUINTERO MEDINA ADRIANA DIEGO,9001267,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,IRIARTE LEIVA VALERIA TAMARA,Retiro,>360
QUINTERO NAVARRO OLIVIA GABRIEL,9008363,LUA AMC ING,GALLEGO FIGUEROA LUCIA OSCAR,DELGADO OCAMPO CAMILO JULIAN,Activo,>120 y <=180
REYES DELGADO HUGO HUGO,9001996,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
REYES ESCOBAR ADRIANA LEANDRO,9008342,WPP EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Activo,>120 y <=180
REYES FIGUEROA PAULA PABLO,9008509,LUA AMC ING,GALLEGO FIGUEROA LUCIA OSCAR,MONTOYA FIGUEROA XIMENA RAMIRO,Activo,>60 y <=90
REYES GALLEGO HUGO TOMAS,9003985,DT FFP AMC,FUENTES MEDINA ELENA EMILIO,FIGUEROA NAVARRO JULIETA FABIAN,Activo,>360
REYES GUERRERO ADRIANA BELEN,9019988,SPEECH,FUENTES MEDINA ELENA EMILIO,FUENTES MEDINA ELENA EMILIO,Activo,>360
REYES HERRERA PAULA FLORENCIA,,BO LUA AMC,AGUIRRE OCAMPO ANDRES IGNACIO,TAMAYO IBARRA IGNACIO JULIETA,Retiro,>360
REYES IBARRA HUGO ISABEL,9008419,CHAT LUA AMC,IBARRA ESCOBAR TOMAS JULIAN,ESCOBAR DELGADO CAMILO FABIAN,Retiro,>30 y <=60
REYES JIMENEZ ADRIANA NATALIA,9000853,AGENCIAS TARGET ENG,LEIVA FIGUEROA MARIANA OSCAR,URIBE MALDONADO IGNACIO ANDRES,Activo,>360
REYES LEIVA PAULA SOFIA,9011881,CHAT VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,IRIARTE NAVARRO VALERIA IGNACIO,Activo,>360
REYES MALDONADO HUGO XIMENA,9003534,AG CELULA REMISION,LEIVA FIGUEROA MARIANA OSCAR,NAVARRO JIMENEZ XAVIER NATALIA,Activo,>360
REYES MEDINA ADRIANA DIEGO,9002375,BO EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Activo,>360
SALGADO DELGADO HUGO HUGO,,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,GALLEGO FIGUEROA LUCIA OSCAR,Activo,>360
SALGADO ESCOBAR BELEN LEANDRO,9004093,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,HOYOS LEIVA VALERIA TAMARA,Activo,>360
SALGADO FIGUEROA PAULA PABLO,9012037,CHAT VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,GRANADOS FIGUEROA VALERIA RAMIRO,Activo,>360
SALGADO GALLEGO HUGO VALENTIN,9007938,BO LUA AMC,FUENTES MEDINA ELENA EMILIO,GUERRERO OCAMPO DIEGO JULIAN,Retiro,>120 y <=180
SALGADO GUERRERO BELEN BELEN,,VENTAS AMC,AGUIRRE OCAMPO ANDRES IGNACIO,TAMAYO IBARRA IGNACIO JULIETA,Retiro,>360
SALGADO HERRERA PAULA FLORENCIA,9004913,AGENCIAS TARGET ENG,LEIVA FIGUEROA MARIANA OSCAR,URIBE MALDONADO IGNACIO ANDRES,Activo,>360
SALGADO IBARRA HUGO ISABEL,9007084,AGENCIAS TARGET ES,LEIVA FIGUEROA MARIANA OSCAR,LEIVA LEIVA MARIANA RENATA,Activo,>180 y <=360
SALGADO JIMENEZ BELEN NATALIA,9006083,EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Activo,>180 y <=360
SALGADO LEIVA PAULA SOFIA,9005811,EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,LEIVA NAVARRO MARIANA GABRIEL,Activo,>180 y <=360
SALGADO MALDONADO HUGO XIMENA,9004454,SOPORTE LUA AMC,TAMAYO IBARRA IGNACIO JULIETA,JARAMILLO NAVARRO XIMENA IGNACIO,Activo,>360
SALGADO MEDINA BELEN DIEGO,,GOL SMILES BKO ESP,MONTOYA MEDINA GABRIELA EMILIO,MONTOYA MEDINA GABRIELA EMILIO,Retiro,>360
SALGADO NAVARRO PAULA HUGO,9011112,VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,GRANADOS FIGUEROA VALERIA RAMIRO,Retiro,>90 y <=120
TAMAYO FIGUEROA PAULA PABLO,9007234,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,SALGADO DELGADO HUGO HUGO,Retiro,>180 y <=360
TAMAYO GALLEGO IGNACIO VALENTIN,9005970,AG CORPORATE CHAT,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>180 y <=360
TAMAYO GUERRERO BELEN BELEN,9007044,DT FFP AMC,FUENTES MEDINA ELENA EMILIO,ARIAS NAVARRO HELENA FABIAN,Activo,>180 y <=360
TAMAYO HERRERA PAULA FLORENCIA,9006448,AG CORPORATE CHAT,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>180 y <=360
TAMAYO IBARRA IGNACIO JULIETA,,OPERACION MEDELLIN,GUERRERO IBARRA DIEGO HELENA,AGUIRRE OCAMPO ANDRES IGNACIO,Activo,>180 y <=360
TAMAYO JIMENEZ BELEN NATALIA,9006656,AG CHECK IN,LEIVA FIGUEROA MARIANA OSCAR,URIBE MALDONADO IGNACIO ANDRES,Activo,>180 y <=360
TAMAYO LEIVA PAULA SOFIA,9011247,SPEECH,HOYOS MALDONADO MATEO ANDRES,ARIAS MALDONADO ANDRES TAMARA,Activo,>360
TAMAYO MALDONADO IGNACIO XIMENA,9005024,EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,LEIVA NAVARRO MARIANA GABRIEL,Activo,>360
TAMAYO MEDINA BELEN DIEGO,9000159,HVC AMC,GRANADOS JIMENEZ ELENA OLIVIA,ESCOBAR MALDONADO CAMILO VALERIA,Activo,>360
TAMAYO NAVARRO PAULA HUGO,9008447,CHAT LUA AMC,IBARRA ESCOBAR TOMAS JULIAN,ESCOBAR DELGADO CAMILO FABIAN,Retiro,>30 y <=60
URIBE DELGADO IGNACIO HUGO,9003051,SOPORTE LUA AMC,TAMAYO IBARRA IGNACIO JULIETA,JARAMILLO NAVARRO XIMENA IGNACIO,Activo,>360
URIBE ESCOBAR BELEN LEANDRO,9001808,RRSS AMC ING,DELGADO JIMENEZ RAMIRO MARIANA,HOYOS LEIVA VALERIA TAMARA,Retiro,>360
URIBE FIGUEROA RENATA PABLO,9007587,AGENCIAS TARGET ES,LEIVA FIGUEROA MARIANA OSCAR,CAMACHO LEIVA SOFIA SOFIA,Activo,>120 y <=180
URIBE GALLEGO IGNACIO VALENTIN,9002396,HVC AMC,GRANADOS JIMENEZ ELENA OLIVIA,MALDONADO JIMENEZ VALENTIN MARIANA,Activo,>360
URIBE GUERRERO BELEN BELEN,,LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,GALLEGO FIGUEROA LUCIA OSCAR,Activo,>360
URIBE HERRERA RENATA FLORENCIA,9001887,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,HOYOS LEIVA VALERIA TAMARA,Activo,>360
URIBE IBARRA IGNACIO JULIETA,9002471,BO HVC AMC PORTUGUES,TAMAYO DELGADO IGNACIO HUGO,IRIARTE LEIVA VALERIA TAMARA,Retiro,>360
URIBE JIMENEZ BELEN NATALIA,9012820,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,IRIARTE NAVARRO VALERIA IGNACIO,Activo,>360
URIBE LEIVA RENATA SOFIA,9013323,CHAT VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,OCAMPO MEDINA XAVIER DIEGO,Activo,>360
URIBE MEDINA BELEN DIEGO,9004961,WPP LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,ESCOBAR DELGADO CAMILO FABIAN,Activo,>360
URIBE NAVARRO RENATA HUGO,9016977,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,GRANADOS FIGUEROA VALERIA RAMIRO,Activo,>180 y <=360
VALENCIA DELGADO IGNACIO HUGO,9007769,CHAT AGENCIAS ESP,LEIVA FIGUEROA MARIANA OSCAR,GRANADOS HERRERA VALERIA GABRIELA,Activo,>120 y <=180
VALENCIA ESCOBAR CAROLINA MATEO,9000124,BO_WAIVERS,HOYOS MEDINA FLORENCIA EMILIO,GUERRERO MALDONADO DIEGO VALERIA,Activo,>360
VALENCIA FIGUEROA RENATA PABLO,9000541,AG CHECK IN,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>360
VALENCIA GALLEGO IGNACIO VALENTIN,9002804,BO_WAIVERS,HOYOS MEDINA FLORENCIA EMILIO,GUERRERO MALDONADO DIEGO VALERIA,Activo,>360
VALENCIA GUERRERO CAROLINA BELEN,9000983,RRSS AMC ING,DELGADO JIMENEZ RAMIRO MARIANA,HOYOS LEIVA VALERIA TAMARA,Retiro,>360
VALENCIA IBARRA IGNACIO JULIETA,,CARGO BOOKING,GALLEGO FIGUEROA LUCIA OSCAR,GRANADOS ESCOBAR ELENA MATEO,Activo,>360
VALENCIA JIMENEZ CAROLINA NATALIA,9016628,VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,OCAMPO MEDINA XAVIER DIEGO,Activo,>360
VALENCIA LEIVA RENATA SOFIA,9006280,AG CHECK IN,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>180 y <=360
VALENCIA MALDONADO IGNACIO ANDRES,9004394,HVC AMC,GRANADOS JIMENEZ ELENA OLIVIA,FIGUEROA OCAMPO DIEGO JULIAN,Activo,>360
VALENCIA MEDINA CAROLINA DIEGO,9005990,AG CORPORATE CHAT,LEIVA FIGUEROA MARIANA OSCAR,MALDONADO DELGADO FABIAN GABRIEL,Activo,>180 y <=360
VALENCIA NAVARRO RENATA HUGO,9016217,WPP VENTAS AMC,TAMAYO IBARRA IGNACIO JULIETA,GRANADOS FIGUEROA VALERIA RAMIRO,Activo,>360
ZAMORA DELGADO JULIAN HUGO,9001540,AG CELULA REMISION,LEIVA FIGUEROA MARIANA OSCAR,NAVARRO JIMENEZ XAVIER NATALIA,Activo,>360
ZAMORA ESCOBAR CAROLINA MATEO,9003803,EQUIPAJES AMC,FUENTES MEDINA ELENA EMILIO,LEIVA NAVARRO MARIANA GABRIEL,Retiro,>360
ZAMORA FIGUEROA RENATA PABLO,9008258,WPP LUA AMC,GALLEGO FIGUEROA LUCIA OSCAR,MALDONADO IBARRA FABIAN ISABEL,Activo,>120 y <=180
ZAMORA GALLEGO JULIAN VALENTIN,9000731,RRSS AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
ZAMORA GUERRERO CAROLINA CAROLINA,9000976,BO_WAIVERS,HOYOS MEDINA FLORENCIA EMILIO,GUERRERO MALDONADO DIEGO VALERIA,Activo,>360
ZAMORA HERRERA RENATA FLORENCIA,9000794,BO ANTIFRAUDE AMC,TAMAYO DELGADO IGNACIO HUGO,CABRERA NAVARRO HELENA FABIAN,Activo,>360
ZAMORA IBARRA JULIAN JULIETA,9007625,AGENCIAS TARGET ES,LEIVA FIGUEROA MARIANA OSCAR,CAMACHO LEIVA SOFIA SOFIA,Activo,>120 y <=180
ZAMORA JIMENEZ CAROLINA NATALIA,,CARGO BOOKING,GALLEGO FIGUEROA LUCIA OSCAR,GRANADOS ESCOBAR ELENA MATEO,Activo,>360
ZAMORA LEIVA RENATA SOFIA,9013842,DT FFP AMC,FUENTES MEDINA ELENA EMILIO,FUENTES MEDINA ELENA EMILIO,Activo,>360
ZAMORA MALDONADO JULIAN ANDRES,9000138,EQUIPAJES AMC ING,FUENTES MEDINA ELENA EMILIO,CABRERA HERRERA HELENA DANIELA,Retiro,>360
ZAMORA MEDINA CAROLINA DIEGO,9002925,AG CELULA REMISION,LEIVA FIGUEROA MARIANA OSCAR,NAVARRO JIMENEZ XAVIER NATALIA,Activo,>360
ZAMORA NAVARRO RENATA HUGO,9001114,SOPORTE LUA AMC,TAMAYO IBARRA IGNACIO JULIETA,JARAMILLO NAVARRO XIMENA IGNACIO,Activo,>360
